 code	 name	 authorship	date	source	pages	misspelling	assessment	comments	combinations	basionym	link
155451	HERPOTRICHUM	E.M. Fries	1821	Systema Mycologicum	1: xlvi						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?155451
142466	HESPEROPHYCUS	Setchell & N.L. Gardner	1910	Univ. Calif. Publ. Bot.	4: 127						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?142466
122364	HETERANGION	S. Komura	2001	Diatom	17: 74						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?122364
132662	HETEROBRACTUM	M.C. Carbonell-Moore	1994	Review of Palaeobotany and Palynology	84: 96						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?132662
131424	HETEROCHLORELLA	J. Neustupa, Y. Nemcov&aacute;, M. Eli&aacute;s, & P. Skaloud	2009	Phycol. Research	57: 167						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?131424
110057	HETEROCLADIA	Decaisne	1841	Arch. Mus. Hist. Nat. [Paris]	2: 178, pl. V: figs. 18-22						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110057
132286	HETEROCONTATAE	W. Rothmaler	1949	Urania	12: 472						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?132286
110075	HETEROKONTA	T. Cavalier-Smith	1998	Biol. Rev. Cambridge Philos. Soc.	73: 209, 252						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110075
110079	HETEROMASTIX	Korshikov	1923	Arh. Russk. Protistol. Obshch.	2: 154, 167		illegitimate	not Heteromastix H.J. Clark 1865			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110079
110081	HETEROMASTIX	Woodcock	1916	Philos. Trans. Roy. Soc. London	207B: 396		illegitimate	not Heteromastix H.J. Clark 1865			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110081
110348	HETEROPTILON	M.H. Hommersand	2006	J. Phycol.	42: 209						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110348
110083	HETERORALFSIA	H. Kawai	1989	Phycologia	28: 250						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110083
110088	HETEROSTROMA	G.T. Kraft & M.J. Wynne	1992	Phycologia	31: 17						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110088
122569	HEVEOCHLORELLA	J. Zhang, V.A.R. Huss, X. Sun, K. Chang, & D. Pang	2008	Eur. J. Phycol.	43: 186						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?122569
110093	HEXACTIS	T. Hori, &Oslash;. Moestrup, & L.R. Hoffman	1995	Eur. J. Phycol.	30: 232						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110093
110408	HEXASTERIAS	Ehrenberg ex L. Agassiz	1843	Nomencl. Zool., Polygastrica:	6						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110408
110407	HEXASTERIAS	Ehrenberg	1838	Infusionsthierchen:	143		invalid	not accepted by author			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110407
123987	HEYDRICHIA	R.A. Townsend, Y.M. Chamberlain, & D.W. Keats	1994	Phycologia	33: 177						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?123987
138566	HEYNIGIA	C. Bock, T. Pr&ouml;schold & L. Krienitz	2010	Eur. J. Phycol.	45: 269						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?138566
110100	HIBBERDIA	R.A. Andersen	1989	Nordic J. Bot.	8: 661						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110100
110366	HIMANTOSOMA	Trevisan	1848	Sagg. Monogr. Alg. Coccot.:	94		invalid	lacking description			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110366
138569	HINDAKIA	C. Bock, T. Pr&ouml;schold & L. Krienitz	2010	Eur. J. Phycol.	45: 270						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?138569
110124	HINDAKOCHLORIS	A. Comas	1992	Arch. Hydrobiol. Suppl.	93 (Algol. Stud. 65): 17						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110124
110128	HIPPODONTA	H. Lange-Bertalot, D. Metzeltin, & A. Witkowski	1996	Iconographia diatomologica	4: 249						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110128
110131	HIRSUTITHALLIA	E.M. Wollaston & H.B.S. Womersley	1998	Mar. Benth. Fl. S. Australia	3C: 250						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110131
133581	HISTIONA	Max Voigt	1902	ForschBer. Biol. Stat. Pl&ouml;n	9: 33					<133879>Zachariasia Max Voigt 1901 (illeg.)	http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?133581
123428	HISTONES	Haeckel	1889	Nat. Sch&ouml;pf.-Gesch., ed. 8:	420						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?123428
110138	HIZIKIA	Okamura	1932	Icon. Jap. Alg.	6: 99						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110138
158350	HOBANIELLA	P.A. Sims & D.M. Williams	2018	Phytotaxa	382: 38						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?158350
142645	HOLOCOCCOLITHOPHORA	R.W. Jordan, L. Cros & J.R. Young	2004	Micropaleontology	50(Suppl. 1): 65						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?142645
110141	HOLOLAMINOTUS	J. Lecal	1967	Hydrobiologia	29: 328		invalid	provisional name; "n.m." [nouveau manipule], but considered new genus on p. 329			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110141
122209	HOMMERSANDIELLA	G. Alongi, M. Cormaci, & G. Furnari	2007	Cryptogamie: Algologie	28: 321						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?122209
139986	HOMMERSANDIOPHYCUS	S.-M. Lin & J.M. Huisman	2014	Phycologia	53: 42						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?139986
155447	HOPLOZYGA	(C.F.O. Nordstedt) M. Raciborski	1895	Flora	81: 32	as HAPLOZYGA; Gymnozyga sect. Hoplozyga Nordstedt, Lunds Univ. &Aring;rsskr. 25 (Afd. Math. Naturvetensk. 4): 1. 1889.					http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?155447
110160	HORMIDIOPSIS	Heering	1914	S&uuml;ssw.-Fl.	6: 29 (key), 50						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110160
110171	HORMOSCILLA	K. Anagnostidis & J. Kom&aacute;rek	1988	Arch. Hydrobiol. Suppl.	80 (Algol. Stud. 50-53): 425						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110171
153521	HORMOTHAMNION	Grunow ex Bornet & Flahault	1886	Ann. Sci. Nat. Bot. ser. 7,	7: 181 (=key), 259						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?153521
144499	HORSTIA	J. Sieminska & B. Kwiecinska	2002	Acta Palaeobot.	42: 4						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?144499
110182	HSIUNGIA	S. Imai	1988	J. Protozool.	35: 132						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110182
151774	HUIA	H. Gu, K.N. Mertens, & T. Liu	2016	Phycological Research	64: 252						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?151774
151552	HUISMANIELLA	G.H. Boo & S.M. Boo	2016	Taxon	65: 975						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?151552
141940	HUMIDOPHILA	R.L. Lowe, J.P. Kociolek, J.R. Johansen, B. Van de Vijver, H. Lange-Bertalot & K. Kopalov&aacute;	2014	Diatom Research	29: 352						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?141940
158742	HUMMIA	J. Fiore	1975	Taxon	24: 498					<564344>Farlowiella Kornmann 1956	http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?158742
152924	HUONIA	G.W. Saunders	2017	Cryptogamie, Algologie	38: 95						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?152924
135497	HUSTEDTIELLA	R. Simonsen	1993	Beih. Nova Hedwigia	106: 152						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?135497
135496	HUSTEDTIELLA	R. Simonsen	1960	Kieler Meeresf.	16: 126		invalid	type species not valid			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?135496
140309	HYALINELLA	A. Witkowski, H. Lange-Bertalot & D. Metzeltin	2000	Icon. Diatomol.	7: 428						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?140309
155448	HYALODES	Dujardin	1842	Nouv. Man. Obs. Micr., Atlas:	44						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?155448
110192	HYALODISCOPSIS	T.F. Kozyrenko & T.V. Lastivka	1992	Algologiya	2{1}: 81						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110192
137686	HYALOGRAMMA	M. Garcia	2012	Diatom	28: 10						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?137686
121536	HYALOLITHUS	M. Yoshida, M.-H. No&euml;l, T. Nakayama, T. Naganuma, & I. Inouye	2006	Protist	157: 214						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?121536
138104	HYALONEIS	M.C. Amspoker	2008	Diatom Research	23: 12						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?138104
155044	HYALOPODA	N.I. Strelnikova	1998	Bot. Zhurn.	83{9}: 96						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?155044
155078	HYALOPYXIS	I.V. Makarova	1989	Nov. Sist. Nizsh. Rast. [Bot. Inst. Akad. Nauk SSSR]	26: 35						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?155078
110411	HYALOTHECA	Ehrenberg ex L. Agassiz	1843	Nomencl. Zool., Polygastrica:	7		invalid	lacking a description			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110411
138250	HYALOTHECA	Ehrenberg ex Ralfs	1848	Brit. Desmid.:	51						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?138250
110412	HYALOTHECA	Ehrenberg	1840	Bacillaria	Ber. K&ouml;nigl. Akad. Wiss. Berlin		invalid	lacking a description			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110412
110413	HYALOTHECA	K&uuml;tzing	1845	Phycol. Germ.:	140						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110413
110208	HYALOTROCHUS	D.M. Harwood & R. Gersonde	1990	Proc. Ocean Drilling Program, Sci. Results	113: 409						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110208
110212	HYDRAEA	O. Dragastan, D.K. Richter, B. Kube, M. Popa, A. Sarbu, & I. Ciugulea	1997	Revista Esp. Micropaleontol.	29: 110						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110212
153522	HYDROCORYNE	H. Schwabe ex Bornet & Flahault	1886	Ann. Sci. Nat. Bot. ser. 7,	5: 83 (=key), 128						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?153522
110221	HYDRODICTYON	Roth	1797	Bemerk. Stud. Crypt. Wassergew.:	48						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110221
110226	HYDRODYCTIONELLA	Gaillon	1833	Tabl. N&eacute;mazoaires:	[6]		illegitimate	unwarranted change of name		<110221>Hydrodictyon Roth 1797	http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110226
133582	HYDROLINUM	Link	1820	Horae Phys. Berol.:	5						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?133582
110274	HYDROSOLEN	Martius	1833	Fl. Bras.	1: 10		illegitimate	superfluous name for Ilea Fries 1825		<118447>Solenia C. Agardh 1824 (illeg.)	http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110274
151506	HYDRURITES	Reinsch	1890	Int. Polarforsch. 1882-1883, Deutsch. Exped. Ergebn.	2: 421						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?151506
132095	HYGROPETRA	K. Krammer & H. Lange-Bertalot	2000	Diatoms of Europe	1: 206, 240						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?132095
157209	HYLODESMUS	M. Eli&aacute;s, Y. Nemcov&aacute;, P. Skaloud, & J. Neustupa	2010	Int. J. Syst. Evol. Microbiol.	60: 1226						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?157209
135138	HYMENENOPSIS	S.-M. Lin, W.A. Nelson & M.H. Hommersand	2012	Phycologia	51: 64						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?135138
110292	HYMENOCLADIOPSIS	R.L. Moe	1986	Phycologia	25: 1						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110292
133583	HYPERANTHERELLA	Heydrich	1900	Ber. Deutsch. Bot. Ges.	18: 316		illegitimate	superfluous name for Lithophyllum Philippi 1837 (by lectotypification) (LT fide Heydrich, Ber. Deutsch. Bot. Ges. 22: 196. 1904)			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?133583
110318	HYPOGYRISTA	T. Cavalier-Smith	1998	Biol. Rev. Cambridge Philos. Soc.	73: 252						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110318
110423	IKEBEA	S. Komura	1975	Trans. & Proc. Palaeontol. Soc. Japan, ser. 2,	99: 134						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110423
110431	ILEA	Fries	1825	Syst. Orb. Veg.:	336					<118447>Solenia C. Agardh 1824 (illeg.)	http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110431
110434	ILEA	J. Agardh	1883	Alg. Syst.	3: 114		illegitimate	not Ilea Fries 1825			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110434
110436	ILEA	Wille	1909	Nat. Pflanzenfam., Nachtr.	1{2}: 69						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110436
122234	IMPARVALVIA	S. Komura	1992	Diatom	7: 77						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?122234
137833	INCENDIA	K.R. Dixon	2013	Phycologia	52: 84						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?137833
110445	INDODINIUM	A. Kumar	1986	Rev. Palaeobot. Palynol.	48: 388						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110445
110447	INDOSPHAERA	A. Kumar	1986	Rev. Palaeobot. Palynol.	48: 391						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110447
110452	INGENHOUZELLA	Gaillon	1833	Tabl. N&eacute;mazoaires:	[6]						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110452
110457	INKYULEEA	H.-G. Choi, G.T. Kraft, & G.W. Saunders	2000	Phycologia	39: 278						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110457
110460	INVERTOCYSTA	L.E. Edwards	1984	Initial Rep. Deep Sea Drilling Project	81: 585						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110460
110464	IONIA	L.P. Perestenko	1994	Krasnye vodorosli dal'nevostochnykh morej Rossii:	105, 202						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110464
147037	IPHINOE	V. Lamprinou & A. Pantazidou	2011	Int. J. Syst. Evol. Micro.	61: 2909		invalid	name of type species not validly published			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?147037
110495	IRTUGOVIA	L.P. Perestenko	1994	Krasnye vodorosli dal'nevostochnykh morej Rossii:	140, 204						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110495
110500	IRVINEA	M.D. Guiry	1999	Phycologia	38: 36						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110500
110504	ISABBOTTIA	M.S. Balakrishnan	1980	Taxonomy of algae:	278						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110504
153523	ISOCYSTIS	Borz&igrave; ex Bornet & Flahault	1886	Ann. Sci. Nat. Bot. ser. 7,	7: 261						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?153523
132430	ISOMENIA	De la Pylaie	1829	Fl. Terre-Neuve:	10						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?132430
110512	ISOMITA	T. Cavalier-Smith	1998	Biol. Rev. Cambridge Philos. Soc.	73: 232						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110512
110514	ISOPHLIS	Rafinesque	1810	Caratt. Nuov. Gen.:	93						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110514
133598	ISTHMOCYSTIS	S. Duxbury	1979	Micropaleontology	25: 199						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?133598
110516	ITONOA	M. Masuda & M.D. Guiry	1995	Eur. J. Phycol.	30: 58						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110516
110523	JAAGINEMA	K. Anagnostidis & J. Kom&aacute;rek	1988	Arch. Hydrobiol. Suppl.	80 (Algol. Stud. 50-53): 395						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110523
152652	JACKSONVILLEA	P. Hasler, D. Casamatta, P. Dvor&aacute;k & A. Poul&iacute;ckov&aacute;	2017	Phycologia	56: 289						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?152652
110548	JADWIGIA	&Oslash;. Moestrup, K. Lindberg, & N. Daugbjerg	2005	Phycologia	44: 432						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110548
110525	JAKOBA	D.J. Patterson	1990	J. Mar. Biol. Assoc. U.K.	70: 391						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110525
110538	JANISCHIA	Grunow	1882	Syn. Diat. Belgique:	pl. XCV bis: figs. 10, 11						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110538
110539	JANISCHIA	Grunow	1896	Treat. Diat.:	509, 536						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110539
147648	JENNINGSIA	A.A. Schaeffer	1918	Trans. Amer. Micr. Soc.	37: 177						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?147648
134779	JENUFA	Y. Nemcov&aacute;, M. Eli&aacute;s, P. Skaloud & J. Neustupa	2011	J. Phycol.	47: 930						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?134779
138095	JOHANSENIA	K. Hind & G.W. Saunders	2013	J. Phycol.	49: 111						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?138095
140713	JOHANSENIA	P. Hasler, P. Dvor&aacute;k & A. Poul&iacute;ckov&aacute;	2014	Preslia	86(1): 89		illegitimate	not Johansenia K. Hind & G.W. Saunders 2013			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?140713
145116	JOHANSENINEMA	P. Hasler, P. Dvor&aacute;k & A. Poul&iacute;ckov&aacute;	2014	Preslia	86: 293					<140713>Johansenia P. Ha&scaron;ler, P. Dvor\*vaacute;k & A. Poul&iacute;&#269;kovaacute; 2014, illeg.	http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?145116
110541	JOHNSONICODIUM	O. Dragastan	1985	Paleoalgology:	123						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110541
110545	JOLYNA	S.M.P.B. Guimar&atilde;es	1986	Phycologia	25: 99						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110545
151908	JOUSERELLA	T.F. Kozyrenko	2012	Bot. Zhurn.	97: 95						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?151908
149853	JUDITHIA	D'Archino & S.-M. Lin	2015	Eur. J. Phycol.	51: 85						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?149853
156705	KAIPAROWITSIA	T. Mai, J.R. Johansen & M. Bohunick&aacute;	2018	Phytotaxa	365: 46						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?156705
131422	KALINELLA	J. Neustupa, Y. Nemcov&aacute;, M. Eli&aacute;s, & P. Skaloud	2009	Phycol. Research	57: 167						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?131422
110552	KALLONEMA	Dickie	1871	J. Linn. Soc. London, Bot.	11: 457						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110552
153274	KALLYMENICOLA	J.R. Evans & G.W. Saunders	2017	J. Phycol.	53: 580						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?153274
110567	KAMERA	D.J. Patterson & M. Z&ouml;lffel	1991	The biology of free-living heterotrophic flagellates:	448					<110081>Heteromastix Woodcock 1916, illeg.	http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110567
140695	KAMPTONEMA	O. Struneck&yacute;, J. Kom&aacute;rek, & J. Smarda	2014	Preslia	86: 203						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?140695
110571	KANSODINIUM	S. Carty & Elenor R. Cox	1986	Phycologia	25: 197						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110571
149650	KAPELODINIUM	P.V. Boutrup, &Oslash;. Moestrup, & N. Daugbjerg	2016	Phycologia	55: 151						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?149650
110579	KAPPAPHYCUS	M.S. Doty	1988	Taxon. Econ. Seaweeds	2: 171						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110579
158430	KAPRAUNIA	A.M. Savoie & G.W. Saunders	2018	Europ. J. Phycol.	54: 11						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?158430
110586	KARAYEVIA	F.E. Round & L. Bukhtiyarova ex F.E. Round	1998	Diatom Research	13: 181			<110585>validation of Karayevia F.E. Round & L. Bukhtiyarova 1996 (invalid) by designation of type			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110586
110585	KARAYEVIA	F.E. Round & L. Bukhtiyarova	1996	Diatom Research	11: 353		invalid	type not designated			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110585
110596	KARENIA	G. Hansen & &Oslash;. Moestrup	2000	Phycologia	39: 308						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110596
110602	KARLODINIUM	J. Larsen	2000	Phycologia	39: 309						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110602
132297	KARYONTA	Taubeneck	1949	Urania	12: 467 (footnote)						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?132297
140645	KASTOVSKYA	R. M&uuml;hlsteinov&aacute;, J.R. Johansen & N. Pietrasiak	2014	Phytotaxa	163: 217						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?140645
110610	KATAHIRAIA	S. Komura	1976	Trans. & Proc. Palaeontol. Soc. Japan, ser. 2,	103: 384						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110610
143781	KEELUNGIA	Y.-F. Chan & &Oslash;. Moestrup	2013	Europ. J. Protistol.	49: 29			described under ICZN			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?143781
110615	KENTROPHORA	S.M. Wilson & G.T. Kraft	2001	Austrobaileya	6: 175					<115526>Plectrophora S.M. Wilson & G.T. Kraft 2000 (illeg.)	http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110615
155057	KENTROSPHAEROPSIS	V.M. Andreyeva & O.V. Gavrilova	2000	Bot. Zhurn.	85{4}: 116						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?155057
110624	KERKIS	R. Gersonde & D.M. Harwood	1990	Proc. Ocean Drilling Program, Sci. Results	113: 374						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110624
110626	KERMATIA	T. Kalina & M. Puncoch&aacute;rov&aacute;	1987	Arch. Hydrobiol. Suppl.	73 (Algol. Stud. 45): 499						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110626
142685	KHURSEVICHIA	M.S. Kulikovskiy, H. Lange-Bertalot, & D. Metzeltin	2012	Iconogr. Diatomol.	23: 157						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?142685
110630	KIDOA	S. Komura	1979	Trans. & Proc. Palaeontol. Soc. Japan, ser. 2,	116: 175						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110630
110776	KIITOKSIA	N. V&oslash;rs	1992	Ophelia	36: 76						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110776
110634	KINETOPLASTEA	T. Cavalier-Smith	1998	Biol. Rev. Cambridge Philos. Soc.	73: 232						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110634
110636	KINTAROSIPHONIA	S. Uwai & M. Masuda	1999	Phycologia	38: 225						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110636
110637	KIRCHNERIA	F. Hind&aacute;k	1988	Biol. Praacute;ce Slov. Akad. Vied	34{1/2}: 214		illegitimate	not Kirchneria C.F.W. Braun 1854			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110637
154776	KIRITHRA	P.V. Boutrup, U. Tillmann, N. Daugbjerg & &Oslash;. Moestrup	2017	Protist	168: 587						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?154776
110769	KJELLMANNIELLA	Miyabe	1902	Nippon Sorui Meii:	134			incl. Kjelmannia gyrata & K. crassifolia			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110769
110676	KLEITHRIASPHAERIDIUM	R.J. Davey	1974	Special Publ. Birbal Sahni Inst. Palaeobot.	3: 55						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110676
157112	KLISINEMA	F. Heidari & T. Hauer	2018	Fottea	18: 145						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?157112
110680	KOBAYASIA	H. Lange-Bertalot	1996	Iconographia Diatomologica	4: 279		illegitimate	not Kobayasia S. Imai & A. Kawamura 1958			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110680
110685	KOBAYASIELLA	H. Lange-Bertalot	1999	Iconographia Diatomologica	6: 266 [ed. 2: 272]					<110680>Kobayasia H. Lange-Bertalot 1996 (illeg.)	http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110685
135551	KOERNERELLA	M.P. Ashworth, C.S. Lobban & E.C. Theriot	2011	Phycological Research	59: 181						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?135551
154066	KOINONEMA	B. Buch, M.D. Martins & L.H.Z. Branco	2017	J. Phycol.	53: 1102						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?154066
110702	KOIZUMIA	Y. Yanagisawa	1994	Trans. & Proc. Palaeontol. Soc. Japan, ser. 2,	176: 599						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110702
110705	KOLBESIA	F.E. Round & L. Bukhtiyarova ex F.E. Round	1998	Diatom Research	13: 181			<110704>validation of Kolbesia F.E. Round & L. Bukhtiyarova 1996 (invalid) by designation of type			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110705
110704	KOLBESIA	F.E. Round & L. Bukhtiyarova	1996	Diatom Research	11: 354		invalid	type not designated			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110704
110713	KOLIELLOPSIS	G.M. Lokhorst	2004	Phycol. Res.	52: 236						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?110713
154786	KOMAREKIELLA	G.S. Hentschke, J.R. Johansen & C.L. Sant'Anna	2017	Fottea, Olomouc	17: 181						http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?154786
