ID	year	source	details
r122745	2007	Iconogr. Diatomol.	18: 86
r136351	2011	Diatoms of Europe	6: 74, pls. 180, 181
r156506	2011	Biblioth. Diatomol.	56: 24, pl. 6: figs. 1-18; pl. 7: figs. 1-4
r133934	1981	J. Phycol.	17: 265, figs. 1-8, 11-13
r142094	2004	Iconographia Diatomologica	13: 150, pl. 12: figs. 1-7
r122747	2007	Iconogr. Diatomol.	18: 87, pl. 101: figs. 20-33
r138955	2010	Proceedings of the Academy of Natural Sciences of Philadelphia	160: 48, figs. 1-18
r149405	2013	Biblioth. Diatomol.	59: 94, pl. 61
r143120	1996	Iconogr. Diatomol.	2: 47, fig. 13: 14-17
r149312	2016	Phytotaxa	247: 160, figs. 5-8
r107667	1993	Biblioth. Diatomol.	27: 30, illustrations in Krammer & Lange-Bertalot, S&uuml;sswasserfl. Mitteleuropa 2(3), pl. 143: figs. 16-23 (1991)
r143773	2011	J. Limnol.	70: 211, figs. 1-67, 83-87
r140469	1891	Acta Soc. Fauna et Flora Fenn.	8{2}: 55, pl. III: figs. 13-16
r140467	1977	Prirodnye kompleksy nizshikh rastenij Zapodnoj Sibiri:	125
r140460	1971	Trudy Vses. Nauch.-Issled. Geol. Inst. (VSEGEI) n.s.	171: 57, pl. VII: fig. 7
r140466	1937	Philippine J. Sc.	62: 310, pl. 4: figs. 4-6
r140473	1937	Philippine J. Sc.	62: 310, pl. 4: figs. 9, 18
r140489	1929	Philippine J. Sc.	41: 40, pl. 2: figs. 2, 3; pl. 3: fig. 8
r142370	2014	Plant Ecology and Evolution	147: 265, fig. 6
r107668	1998	Iconographia Diatomologica	5: 54, pl. 12: figs. 12-15
r131634	2008	Nova Hedwigia	87: 119, figs. 41-51, 66-71
r122748	2007	Iconogr. Diatomol.	18: 88, pl. 86: figs. 6-9
r107669	1997	Diatom	13: 35
r107671	1987	Atlas & Cat. Diat. Types Hustedt	1: 40, pl. 41: 1-3
r107670	1913	A. Schmidt's Atlas Diatom.-Kunde:	pl. 289: figs. 19, 20
r136352	2011	Diatoms of Europe	6: 78, pl. 194: figs. 19-31
r138013	1952	Ber. Deutsch. Bot. Ges.	65: 136, pl. V: fig. 25
r144177	1952	Ber. Deutsch. Bot. Ges.	65: 141, pl. V: fig. 7
r107672	1998	Iconographia Diatomologica	5: 55
r136353	2011	Diatoms of Europe	6: 79, pl. 2: figs. 1-8; pl. 3
r156299	2001	Brenesia	55/56: 8, pl. 2: figs. 1-4
r135858	1998	Insel der Endemiten: Geobotanisches Ph&auml;nomen Neukaledonien (Bibliotheca Diatomologica 38):	166, pl. 17: figs. 1-4
r107673	1998	Iconographia Diatomologica	5: 55, pl. 59: figs. 11-13
r132597	2009	Beih. Nova Hedwigia	135: 140, pl. 1, pl. 2
r121387	2006	Arch. Hydrobiol. Suppl.	162 (Algol. Stud. 119): 3, figs. 1a-j, 2, 3
r122655	1998	Insel der Endemiten: Geobotanisches Ph&auml;nomen Neukaledonien (Bibliotheca Diatomologica 38):	36, pl. 4: figs. 1-5
r107675	1995	Biblioth. Diatomol.	32: 92, pl. 30: figs. 1-10
r107674	1962	M&eacute;m. Mus. Natl. Hist. Nat. [Paris], S&eacute;r. B, Bot.	12: 14, pl. I: fig. 7
r143121	1996	Iconogr. Diatomol.	2: 48
r122749	2007	Iconogr. Diatomol.	18: 90, pls. 50, 51
r107676	1966	Monogr. Acad. Nat. Sci. Philadelphia	13: 190
r138015	1952	Ber. Deutsch. Bot. Ges.	65: 137, pl. V: fig. 24
r107677	1998	Iconographia Diatomologica	5: 56, pl. 50: figs. 5-6
r135860	1998	Insel der Endemiten: Geobotanisches Ph&auml;nomen Neukaledonien (Bibliotheca Diatomologica 38):	167, pl. 16: figs. 9-11
r107881	2005	Iconogr. Diatomol.	15: 48, pl. 22: fig. 5
r107678	1998	Iconographia Diatomologica	5: 57, pl. 16: figs. 9-11
r107679	1997	Diatom Research	12: 117, figs. 2-22
r142111	1895	Bih. K. Svenska Vet. Akad. Handl.	21(Afd. III, 2): 29, figs. 33, 34
r122758	1932	Rabenhorst's Krypt.-Fl. ed. 2,	7{2}: 291, fig. 757e,f
r107680	2003 ('2002')	Iconogr. Diatomol.	11: 27, pl. 5: figs. 1-7; pl. 6.
r156210	2017	Biblioth. Diatomol.:	64: 19, pl. 41: figs. 29-39; pl. 44
r136354	2011	Diatoms of Europe	6: 84, pl. 79
r107681	1992	Nova Hedwigia	54: 523, pl. 4: fig. 59
r107682	1992	Nova Hedwigia	54: 522, pl. 4: fig. 52
r107684	1987	Atlas & Cat. Diatom Types Hustedt:	30
r107685	1913	A. Schmidt's Atlas Diatomaceenkunde:	pl. 285: fig. 11
r107687	1913	A. Schmidt's Atlas Diatomaceenkunde:	pl. 285: fig. 12
r107882	2005	Iconogr. Diatomol.	15: 50, pl. 25: figs. 1-11
r122750	2007	Iconogr. Diatomol.	18: 91, pl. 86: figs. 10-31
r107689	1998	Iconographia Diatomologica	5: 58, pl. 13: figs. 2-5; pl. 11: figs. 7-8
r107690	1998	Iconographia Diatomologica	5: 58, pl. 15: figs. 10-15; pl. 46: fig. 1
r107691	1881	Syn. Diat. Belg.:	expl. pl. XXXV: fig. 22
r122751	2007	Iconogr. Diatomol.	18: 91, pl. 97: figs. 4-7
r142128	2010	Biblioth. Diatomol.	55: 29, 65, pl. 20: figs. 1-6
r146016	2015	Phycologia	54: 249, figs. 1-12
r122752	2007	Iconogr. Diatomol.	18: 92, pl. 71: figs. 7-14
r158209	1854	Mikrogeologie, Atlas:	10, pl. XXXVII,II: fig. 3
r136355	2011	Diatoms of Europe	6: 88, pl. 192: figs. 3-9
r107692	1998	Iconographia Diatomologica	5: 59
r122753	2007	Iconogr. Diatomol.	18: 93
r134619	2011	Diatom Research	26: 136, figs. 2-24
r155955	2017	Fottea	17: 105, figs. 1-29
r156507	2011	Biblioth. Diatomol.	56: 29, pl. 6: figs. 71-77
r136356	2011	Diatoms of Europe	6: 91
r136390	1880	K. Svenska Vet.-Akad. Handl., ser.4,	17{2}: 15, pl. VII: fig. 122
r143123	1996	Iconogr. Diatomol.	2: 48, pl. 9: figs. 18-20, pl. 112: figs. 2, 3
r136358	2011	Diatoms of Europe	6: 93, pls. 198, 199
r107693	1996	Iconographia Diatomologica	3: 76
r155233	2005	Bot. Zhurn.	90: 170
r107694	1930	S&uuml;ssw.-Fl.	10, ed. 2: 176, fig. 225
r107896	1991	Nova Hedwigia	53: 180
r107695	1910	Danske Diat.:	172, pl. V: fig. 106
r143124	1996	Iconogr. Diatomol.	2: 50
r107696	1882	Diatoms:	no. 299
r138129	2013	Phytotaxa	86: 22, pl. 51: figs. 21-27
r122756	2007	Iconogr. Diatomol.	18: 94, pl. 103: figs. 1-26
r122659	1998	Iconogr. Diatomol.	5: 60, pl. 12: figs. 19-26
r143774	2011	J. Limnol.	70: 215, figs. 88-117, 119-124
r135625	1996	Cryptogamie: Algologie	17: 197
r135736	1962	M&eacute;m. Mus. Natl. Hist. Nat. [Paris], S&eacute;r. B, Bot.	12: 15, pl. I: fig. 8
r107698	1929	Bot. Arch.	27: 349, fig. 2
r107700	1993	Biblioth. Diatomol.	27: 31, pl. 150: figs. 10-15 in H. Ettl et al. (eds.), S&uuml;sswasserfl. Mitteleuropa 2{3} (1991)
r107699	1991	S&uuml;sswasserfl. Mitteleuropa	2{3}: 207, pl. 150: figs. 10-15
r135737	1962	M&eacute;m. Mus. Natl. Hist. Nat. [Paris], S&eacute;r. B, Bot.	12: 15, pl. I: fig. 9
r122757	2004	Iconogr. Diatomol.	13: 152
r136359	2011	Diatoms of Europe	6: 101, pl. 139: figs. 40-52
r153453	2017	Phytotaxa	311: 214, figs. 121-156
r158728	2019	Phytotaxa	394: 135, figs. 19-27
r135861	1998	Insel der Endemiten: Geobotanisches Ph&auml;nomen Neukaledonien (Bibliotheca Diatomologica 38):	168, pl. 15: figs. 5-8
r107701	1849	Sp. Alg.:	6
r107702	1952	Atlas Foss. Diat.:	31, pl. 23: fig. 18
r122759	2007	Iconogr. Diatomol.	18: 95, pl. 82: figs. 4, 5
r122760	2007	Iconogr. Diatomol.	18: 96, pl. 89: figs. 15-18; pl. 90: figs. 14-16
r107703	1865	Rabenhorst, Beitr. Kennt. u. Verbr. Alg.	2: 3, pl. I: fig. 2a,b
r133543	1952	Atlas Foss. Diat.:	31, pl. 10: fig. 11; pl. 23: figs. 16, 17
r153711	1917	Denkschr. K. Bayer. Bot. Ges.	13: 25, pl. II: figs. 8,9
r136360	2011	Diatoms of Europe	6: 105, pl. 222: figs. 1-7; pl. 223
r107705	1987	Atlas & Cat. Diatom Types Hustedt:	38
r107704	1913	A. Schmidt's Atlas Diatomaceenkunde:	pl. 288: fig. 1
r122761	2007	Iconogr. Diatomol.	18: 97. pl. 103: figs. 45-51
r142371	2014	Plant Ecology and Evolution	147: 268, fig. 7
r139915	2014	Phytotaxa	156: 103, figs. 2-15, 19, 21
r140109	2011	Iheringia, s&eacute;r. Bot.	66: 203, figs. 2-14
r135862	1998	Insel der Endemiten: Geobotanisches Ph&auml;nomen Neukaledonien (Bibliotheca Diatomologica 38):	169, pl. 12: figs. 1, 2
r136361	2011	Diatoms of Europe	6: 107, pl. 10
r159114	1982	CSIR Special Report WAT	64: 14
r151564	2016	Plant Ecology and Evolution	149: 305, figs. 11-14
r136362	2011	Diatoms of Europe	6: 108, pl. 6; pl. 5: figs. 7-9
r122762	2007	Iconogr. Diatomol.	18: 98, pl. 52
r135863	1998	Insel der Endemiten: Geobotanisches Ph&auml;nomen Neukaledonien (Bibliotheca Diatomologica 38):	170, pl. 15: figs. 9, 10
r138019	1996	Iconographia Diatomologica	2: 50, pl. 9: figs. 14-17
r107706	1998	Iconographia Diatomologica	5: 61, pl. 41: figs. 1-7; pl. 42: figs. 7-8
r122118	1843	Abh. K&ouml;nigl. Akad. Wiss. Berlin, Phys. Kl.	1841: 316, 441, pl. III: fig. 39
r122127	1847	Deutschl. Krypt.-Fl.	2{2}: 19
r144464	2000	S&uuml;sswasserfl. Mitteleuropa	2{3}: 594, pl. 151: fig. 6, pl. 151A: figs. 3-6
r133921	2010	Diatom Research	25: 269, figs. 68-71, 73-85
r133210	2010	Nova Hedwigia	91: 56, 86-130
r150906	1888	Trans. Royal Soc. Edinburgh	33: 437, pl. XXIX: fig. 9
r107707	1996	Iconographia Diatomologica	3: 70
r122763	2007	Iconogr. Diatomol.	18: 99, pl. 90: figs. 19-25
r143126	1996	Iconogr. Diatomol.	2: 51, Pl. 17: figs. 25-27
r153644	1892	Syll. alg.	2: 792
r156211	2017	Biblioth. Diatomol.:	64: 25, pl. 34: figs. 1-7; pl. 35: figs. 1-10; pl. 36
r122764	2007	Iconogr. Diatomol.	18: 100, pl. 87: figs. 1-6
r141777	1840	Ber. K. Akad. Wiss. Berlin	1840: 210
r135340	2012	Beih. Nova Hedwigia	141: 65, figs. 24-27; 35-41
r156300	2001	Brenesia	55/56: 8, pl. 1: figs. 1-9
r122765	2007	Iconogr. Diatomol.	18: 101, pl. 69: figs. 7-13
r122766	2007	Iconogr. Diatomol.	18: 102, pl. 80: figs. 1-7, 27 (?)
r140474	2001	Proc. Int. Diatom Symp.	16: 94
r156508	2011	Biblioth. Diatomol.	56: 34, pl. 9: figs. 47-54
r138923	2013	Diatom Research	28: 396, figs. 2-35
r138450	2013	Diatom Research	28: 204, figs. 1-13
r146019	2015	Phycologia	54: 251, figs. 37-49
r107900	1991	Nova Hedwigia	53: 206
r107901	1881	Syn. Diat. Belgique:	pl. XXXIII: fig. 22; pl. XXXV: fig. 1
r136363	2011	Diatoms of Europe	6: 122, pl. 38; pl. 40: figs. 6-8
r107708	1998	Iconographia Diatomologica	5: 62, pl. 59: figs. 25-30
r122767	2007	Iconogr. Diatomol.	18: 103, pl. 78: figs. 14-17
r131718	1939	N.Y. Acad. Sci., Sci. Surv. Porto Rico & Virgin Is.	8: 357, pl. 5: fig. 4
r107709	1998	Iconographia Diatomologica	5: 63
r155367	2017	Bot. Zhurn.	102: 334
r143127	1996	Iconogr. Diatomol.	2: 52
r122768	2007	Iconogr. Diatomol.	18: 104, pl. 86: figs. 1-5
r107710	1998	Iconographia Diatomologica	5: 63, pl. 55: figs. 8-11
r143775	2011	J. Limnol.	70: 216, figs. 131-151, 159-161
r107712	1993	Biblioth. Diatomol.	27: 32
r107711	1991	S&uuml;sswasserfl. Mitteleuropa	2{3}: 215
r132599	2009	Beih. Nova Hedwigia	135: 141, pl. 4: 1-11, pl. 5: 8-9
r153452	2017	Phytotaxa	311: 213, figs. 107-120
r107713	1998	Diatom Research	13: 187
r156212	2017	Biblioth. Diatomol.:	64: 29, pl. 108: figs. 2, 3
r143363	2003	Iconogr. Diatomol.	12: 41, pl. 124: figs. 7-11
r107883	2005	Iconogr. Diatomol.	15: 52, pl. 19: fig. 8
r143523	2001	Bulletin Nat. Hist. Museum (Bot.)	32: 142
r136364	2011	Diatoms of Europe	6: 127, pl. 26: figs. 1-17; pl. 27: figs. 1-6
r136365	2011	Diatoms of Europe	6: 128, pl. 51: figs. 1-12
r136366	2011	Diatoms of Europe	6: 130, pl. 7: figs. 1-10
r135864	1998	Insel der Endemiten: Geobotanisches Ph&auml;nomen Neukaledonien (Bibliotheca Diatomologica 38):	171, pl. 13: figs. 1-4
r122769	2007	Iconogr. Diatomol.	18: 105, pl. 48: figs. 1-4
r155365	2017	Bot. Zhurn.	102: 335
r122770	2007	Iconogr. Diatomol.	18: 106, pl. 85: figs. 1-8
r134620	2011	Diatom Research	26: 140, figs. 25-37
r122771	2007	Iconogr. Diatomol.	18: 107, pl. 85 [misprinted 86]: figs. 9-17
r122772	2007	Iconogr. Diatomol.	18: 108, pl. 91: figs. 9-15
r107714	1898	ForschBer. Biol. Stat. Pl&ouml;n	6: 61, pl. III: figs. 23, 24
r156509	2011	Biblioth. Diatomol.	56: 47, pls. 24, 25
r107715	1998	Iconographia Diatomologica	5: 64, pl. 53: figs. 1-7; pl. 63: fig. 1
r132798	2010	Polish Bot. J.	55: 102, fig. 7: 1-19
r142109	2004	Iconographia Diatomologica	13: 152, pl. 5: figs. 6-12, pl. 6: figs. 15-20
r136367	2011	Diatoms of Europe	6: 133, pls. 227, 228
r142674	2012	Iconogr. Diatomol.	23: 609
r140476	1937	Philippine J. Sc.	62: 310, pl. 4: fig.2
r135343	2012	Beih. Nova Hedwigia	141: 127, figs. 1-5
r136368	2011	Diatoms of Europe	6: 135
r136370	2011	Diatoms of Europe	6: 136, pl. 55: figs. 18-31
r131633	2008	Nova Hedwigia	87: 117, figs. 1-11, 72-77
r107716	1998	Iconographia Diatomologica	5: 65, pl. 60: figs. 10-16; pl. 62: figs. 3, 5, 6
r151563	2016	Plant Ecology and Evolution	149: 295, figs. 6-10
r146017	2015	Phycologia	54: 250, fig. 13-29
r136371	2011	Diatoms of Europe	6: 138, pl. 149: figs. 8-19
r122773	2007	Iconogr. Diatomol.	18: 109, pl. 89: figs. 1-10
r130171	2009	Botany	87: 410, figs. 1-13
r135865	1998	Insel der Endemiten: Geobotanisches Ph&auml;nomen Neukaledonien (Bibliotheca Diatomologica 38):	172, pl. 16: fig. 8
r122774	2007	Iconogr. Diatomol.	18: 109, pl. 90: figs. 30-32
r150395	2016	Botany Letters	163: 122
r133211	2010	Nova Hedwigia	91: 55, figs. 43-85, 172b
r156213	2017	Biblioth. Diatomol.:	64: 32, pl. 73; pl. 74: figs. 1-8; pls. 75, 76
r107717	1998	Iconographia Diatomologica	5: 66, pl. 15: figs. 6-8
r107718	1918	Kryptog. Forsch.	1: 119
r131719	1939	N.Y. Acad. Sci., Sci. Surv. Porto Rico & Virgin Is.	8: 357, pl. 5: fig. 5
r107719	1881	Syn. Diat. Belg.:	expl. pl. XXXV: fig. 6C
r136372	2011	Diatoms of Europe	6: 139, pl. 71: figs. 1-24; pl. 72
r136373	2011	Diatoms of Europe	6: 141, pl. 4
r122775	2007	Iconogr. Diatomol.	18: 110, pl. 76: figs. 6-9
r156214	2017	Biblioth. Diatomol.:	64: 34, pl. 35: figs. 11-16, pl. 37
r130258	2009	Diatom Research	24: 276, figs. 2-14, 17-19, 20-25
r140480	1984	Bot. Zhurn.	69: 1407, pl. 1: figs. 5-7, pl. 2: figs. 1-8
r136374	2011	Diatoms of Europe	6: 142, pl. 114: figs. 1-11
r150905	1888	Trans. Royal Soc. Edinburgh	33: 433, pl. XXIX: fig. 8
r136375	2011	Diatoms of Europe	6: 144, pl. 229: figs. 1-18
r156081	2018	Notulae algarum	59: 2
r107720	1992	Nova Hedwigia	54: 172, pl. 3: figs. 13, 14
r138130	2013	Phytotaxa	86: 29 pl. 14: figs. 1-23, pl. 15: figs. 4-7
r136376	2011	Diatoms of Europe	6: 145, pl. 50: figs. 1-6
r122795	1998	Iconographia Diatomologica	5: 66
r136377	2011	Diatoms of Europe	6: 147, pl. 192A
r142372	2014	Plant Ecology and Evolution	147: 268, fig. 8
r136378	2011	Diatoms of Europe	6: 149, pl. 119: figs. 1-26
r135866	1998	Insel der Endemiten: Geobotanisches Ph&auml;nomen Neukaledonien (Bibliotheca Diatomologica 38):	173, pl. 12: figs. 3-8
r107722	1998	Iconographia Diatomologica	5: 67, pl. 59: figs. 7-10
r136379	2011	Diatoms of Europe	6: 150, pl. 69; pl. 70: figs. 1-8
r136380	2011	Diatoms of Europe	6: 152, pl. 34: figs. 1-14
r136381	2011	Diatoms of Europe	6: 153, pls. 217, 218
r107723	1996	Iconographia diatomologica	4: 14, pl. 34 [miscited 33]: figs. 2-8; pl. 70: figs. 18, 19 [not cited in text]; pl. 90: figs. 5, 6 [miscited 4, 5]
r152794	1932	Rabenhorst's Krypt.-Fl., ed. 2,	7{2}: 290
r136382	2011	Diatoms of Europe	6: 156, pl. 74
r159115	1966	Cahiers de la Mabok&eacute;	4: 61, pl. 1: fig. 9 in Fusey (1964)
r142129	2010	Biblioth. Diatomol.	55: 31, pl. 30: figs. 8-13, pl. 40: figs. 1-5
r136383	2011	Diatoms of Europe	6: 161, pl. 25
r136645	1955	M&eacute;m. Inst. Sci. Madagascar, S&eacute;r. B, Biol. V&eacute;g.	5: 18, pl. XI: fig. 95
r135683	1961	Rev. Alg. n.s.	5: 270-271, pl. I(26): fig. 17
r136646	1955	M&eacute;m. Inst. Sci. Madagascar, S&eacute;r. B, Biol. V&eacute;g.	5: 18, pl. I: fig. 5
r135738	1962	M&eacute;m. Mus. Natl. Hist. Nat. [Paris], S&eacute;r. B, Bot.	12: 15, pl. I: fig. 10
r107724	2000	Iconogr. Diatomol.	9: 121, pl. 21: figs. 1-7
r107725	1993	Biblioth. Diatomol.	27: 37, pl. 28: figs. 1-5 [miscited 1-6]; pl. 29: figs. 4-6
r107726	1970	Beih. Nova Hedwigia	31: 761
r156510	2011	Biblioth. Diatomol.	56: 49, pl. 27
r142373	2014	Plant Ecology and Evolution	147: 271, fig. 9
r122776	2007	Iconogr. Diatomol.	18: 111
r107884	2005	Iconogr. Diatomol.	15: 53
r158727	2019	Phytotaxa	394: 135, figs. 2-18
r107728	1992	Korean J. Phycol.	7: 46, figs. 1-30
r107727	1991	Jap. J. Phycol.	39: 404
r149313	2016	Phytotaxa	247: 166, figs. 9-12
r142374	2014	Plant Ecology and Evolution	147: 271, fig. 10
r155235	2005	Bot. Zhurn.	90: 174
r107730	1993	Biblioth. Diatomol.	27: 38
r107729	1991	S&uuml;sswasserfl. Mitteleuropa	2{3}: 216
r107732	1993	Biblioth. Diatomol.	27: 39
r107731	1991	S&uuml;sswasserfl. Mitteleuropa	2{3}: 217, pl. 156: figs. 12-22
r156511	2011	Biblioth. Diatomol.	56: 21, pl. 4: figs. 1-11
r136384	2011	Diatoms of Europe	6: 165, pl. 221: figs. 10-11; pl. 222: figs. 8-13
r136385	2011	Diatoms of Europe	6: 168, pl. 139: figs. 14-29; pl. 140
r136386	2011	Diatoms of Europe	6: 170, pl. 231: figs. 15-25
r107733	1998	Iconographia Diatomologica	5: 68, pl. 49: figs. 4-8
r144175	2007	Iconogr. Diatomol.	18: 112, pl. 98: figs. 25-29
r142110	2004	Iconographia Diatomologica	13: 153
r122297	1998	Diatom	14: 69
r136387	2011	Diatoms of Europe	6: 173, pl. 123
r107734	1996	Iconographia Diatomologica	3: 73, pl. 58: figs. 7-29
r107735	1998	Iconographia Diatomologica	5: 69, pl. 19: figs. 1-6
r136388	2011	Diatoms of Europe	6: 176, pls. 75, 76
r136389	2011	Diatoms of Europe	6: 176
r141866	2014	Beih. Nova Hedwigia	143: 78, figs. 99, 100, 109-113, 146-148
r107736	1998	Iconographia Diatomologica	5: 70, pl. 59: figs. 1-6
r155236	1953	K. Svenska Vet.-Akad. Handl., ser. 4,	2{2}: 130, fig. 475b
r141913	2014	Phytotaxa	175: 185, figs. 1-55
r135939	1998	Insel der Endemiten: Geobotanisches Ph&auml;nomen Neukaledonien (Bibliotheca Diatomologica 38):	39
r136391	2011	Diatoms of Europe	6: 179, pls. 52, 53
r136392	2011	Diatoms of Europe	6: 180, pl. 54
r136393	2011	Diatoms of Europe	6: 181, pl. 231: figs. 1-14
r144194	1958	Not. Nat. Acad. Nat. Sci. Philadelphia	312: 4, fig. 4
r156512	2011	Biblioth. Diatomol.	56: 22, pl. 4: figs. 12-18
r136394	2011	Diatoms of Europe	6: 183, pl. 58: figs. 6-15
r107737	1998	Iconographia Diatomologica	5: 71, pl. 56: figs. 1-6, 13-14
r107738	1998	Iconographia Diatomologica	5: 72, pl. 57: figs. 1-2
r149406	2013	Biblioth. Diatomol.	59: 97, pl. 68
r132796	2010	Polish Bot. J.	55: 99, figs.4: 1-16, 5: 1-6
r156513	2011	Biblioth. Diatomol.	56: 26, pl. 6: figs. 19-25
r122456	2004	Diatom	20: 167, figs. 1-7
r156217	2017	Biblioth. Diatomol.:	64: 40
r153451	2017	Phytotaxa	311: 211, figs. 88-106
r142103	2004	Iconographia Diatomologica	13: 154, pl. 7: figs. 10-18
r107740	1882-1885	Types Syn. Diat. Belgique:	no. 274
r107741	1882-1885	Types Syn. Diat. Belgique:	no. 262
r107894	1991	Nova Hedwigia	53: 176
r138452	2013	Diatom Research	28: 208, figs. 31-48, 84-90
r141914	2014	Phytotaxa	175: 189, figs. 56-103
r136396	1924	Naturwiss. Unters. d. Sarek in Schwed.-Lappland	3: 543, pl. 18 fig. 21
r136395	2011	Diatoms of Europe	6: 187
r156514	2011	Biblioth. Diatomol.	56: 55, pl. 30: figs. 1-28; pl. 31: figs. 1-6
r156216	2017	Biblioth. Diatomol.:	64: 42, pl. 64: figs. 1, 2; pl. 65: figs. 2-4; pl. 66
r136341	1881	Syn. Diat. Belg.	pl. XXXIV: fig. 16
r107742	1979	Cah. O.R.S.T.O.M., S&eacute;r. Hydrobiol.	12: 147, pl. I: fig. 2
r136397	2011	Diatoms of Europe	6: 190, pl. 202; pl. 203: figs. 4-5
r142375	2014	Plant Ecology and Evolution	147: 274, fig. 11
r138453	2013	Diatom Research	28: 208, figs. 49-83, 91-96
r107744	2000	Iconogr. Diatomol.	9: 123, pl. 19: figs. 4-8
r143242	2009	Iconogr. Diatomol.	20: 41, pl. 23: figs. 7-15
r142131	2010	Biblioth. Diatomol.	55: 33, pl. 32: figs. 1-10, pl. 33: figs. 1-3
r107745	1998	Iconographia Diatomologica	5: 72, pl. 60: figs. 17-30
r142130	2010	Biblioth. Diatomol.	55: 33
r144176	2007	Iconogr. Diatomol.	18: 113
r144178	2007	Iconogr. Diatomol.	18: 114, pl. 82: figs. 1-3
r107903	1864	Fl. Eur. Alg.	1: 73
r136346	1917	Denkschr. Konigl.-Baier. Bot. Ges. Regensburg	13: fig. 1: 45, 46
r152401	1881	Syn. Diat. Belg.:	pl. XXXIII: fig. 15 (text: 143. 1885)
r152403	1881	Syn. Diat. Belg.:	pl. XXXIII: fig. 16 (text: 143. 1885)
r107746	1932	Rabenhorst's Krypt.-Fl.	7{2}: 298, fig. 763 l-o
r107747	1939	Bot. Not.	1939: 428, fig. 1:28
r133544	1939	Bot. Not.	1939: 426
r136348	1881	Syn. Diat. Belg.	pl. XXXIII: fig. 19A
r153713	1917	Denkschr. K. Bayer. Bot. Ges.	13: 24, pl. I: fig. 49
r152400	1890	Diat. N. America:	expl. pl. XXXVI: figs. 15, 16
r153712	1917	Denkschr. K. Bayer. Bot. Ges.	13: 24, pl. I: fig. 39
r152402	1890	Diat. N. America:	expl. pl. XXXVI: figs. 18-20
r107748	1981	Fl. Diat.:	96, pl. 33: figs. 8-15
r133545	1864	Fl. Eur. Alg.	1: 74
r143524	1966	Nova Hedwigia	11: 454, pl. 68(9): figs. 4, 4, 22
r156533	1939	Bot. Not.	1939: 439
r142112	2004	Iconographia Diatomologica	13: 155, pl. 6: figs. 1-10
r136398	2011	Diatoms of Europe	6: 196, pl. 51: figs. 14-21
r159108	2019	Notulae algarum	99: 1
r107749	1995	Iconographia Diatomologica	1: 31
r107750	1998	Iconographia Diatomologica	5: 73, pl. 49: figs. 1-3
r132598	2009	Beih. Nova Hedwigia	135: 141, pl. 4: 24-33, pl. 5: 1-3
r144179	2007	Iconogr. Diatomol.	18: 114, pl. 49: figs. 1-6
r135339	2012	Beih. Nova Hedwigia	141: 63, figs. 20-23; 28-34
r107751	2000	Diatom Research	15: 92, figs. 21-25
r152798	1932	Rabenhorst's Krypt.-Fl., ed. 2,	7{2}: 292
r136647	1955	M&eacute;m. Inst. Sci. Madagascar, S&eacute;r. B, Biol. V&eacute;g.	5: 18, pl. I: fig. 6
r152801	1932	Rabenhorst's Krypt.-Fl., ed. 2,	7{2}: 293
r136401	2011	Diatoms of Europe	6: 198, pl. 224; pl. 225: 1-15; pl. 226: 1-5
r135867	1998	Insel der Endemiten: Geobotanisches Ph&auml;nomen Neukaledonien (Bibliotheca Diatomologica 38):	174, pl. 14: figs. 1-6
r144180	2007	Iconogr. Diatomol.	18: 114, pl. 69
r143122	1881 (text: 143. 1885)	Syn. Diat. Belg.	pl. XXXIV: fig. 24
r107752	1938	Arch. Hydrobiol.	33: 526, pl. XI: figs. 2, 3
r143128	1881 (text: 143. 1885)	Syn. Diat. Belg.	pl. XXXIV: fig. 17
r136369	1880	K. Svenska Vet.-Akad. Handl., ser. 4	17{2}: 109, pl. VII: fig. 123
r136357	1897	Medd. Gr&oslash;nland	15: 273, pl. I: fig. 11
r152404	1890	Diat. N. America:	expl. pl. XXXVIII: fig. 6
r107753	1991	S&uuml;sswasserfl. Mitteleuropa	2{3}: 189, pl. 149: figs. 3-6
r107755	1993	Biblioth. Diatomol.	27: 39, illustrated in Krammer & Lange-Bertalot, S&uuml;sswasserfl. Mitteleuropa 2(3): pl. 149: figs. 3-6 (1991)
r122746	1952	Alg. Guadeloupe:	47, pl. II: fig. 32
r135868	1998	Insel der Endemiten: Geobotanisches Ph&auml;nomen Neukaledonien (Bibliotheca Diatomologica 38):	175, pl. 11: fig. 6, pl. 12: figs. 9-11
r141867	2014	Beih. Nova Hedwigia	143: 84, figs. 131-135, 149-151
r132797	2010	Polish Bot. J.	55: 99, fig. 6: 1-25
r146018	2015	Phycologia	54: 250, figs. 30-36
r107980	1998	Acta Palaeontol. Sin.	37: 310, 322, pl. I: figs. 4, 5
r107885	2005	Iconogr. Diatomol.	15: 54, pl. 21: figs. 6-9 in D. Metzeltin & H. Lange-Bertalot, Iconcoghr. Diatomol. 5 (1998)
r107886	2005	Iconogr. Diatomol.	15: 56, pl. 18: figs. 9-12
r121388	2006	Arch. Hydrobiol. Suppl.	162 (Algol. Stud. 119): 5, figs. 1k-w, 4, 5
r136399	2011	Diatoms of Europe	6: 202, pl. 132; pl. 133: figs. 1-11
r156218	2017	Biblioth. Diatomol.:	64: 45, pl. 27: figs. 1-7; pl. 28
