ID	year	source	details
r133075	1937	Nat. Hist. of Juan Fernandez & Easter Is.	2: 593, pls. 37, figs. 11, 13; pls. 47, 48
r103897	2000	Pakistan J. Mar. Biol.	5: 180
r103898	2001	Pakistan J. Mar. Biol.	7: 164, figs. 14-17
r125905	1950	Sci. Pap. Inst. Algol. Res. Fac. Sci. Hokkaido Univ.	3: 180-181, figs. 1, 2
r125906	1889	Mission Scientifique du Cap Horn. 1882-1883. Tome V. Botanique:	32
r148026	1937	Lunds Univ. &Aring;rsskr., N.F., Avd. 2,	33{8}: 34
r123359	2007	Green seaweeds of Britain and Ireland:	196, fig. 95(A)
r123360	2007	Green seaweeds of Britain and Ireland:	196
r125907	1959	Journal of South African Botany	25: 153, figs. 20, 21, pl. XVI: a
r123362	2007	Green seaweeds of Britain and Ireland:	196, fig. 95(B)
r123363	2007	Green seaweeds of Britain and Ireland:	196, fig. 95(C)
r123364	2007	Green seaweeds of Britain and Ireland:	196, fig. 95(D)
r123365	2007	Green seaweeds of Britain and Ireland:	196, fig. 95(E)
r125908	1956	Austral. J. Bot.	4: 283
r139176	1955	J. Mar. Biol. Assoc. U.K.	34: 567
r142473	1912	Tufts Coll. Stud. (Sci.)	3: 99
r125909	1887	Alg. Syst.	23{2}: 42-43, pl. I: fig. 1
r125910	1923	Biblioth. Bot.	23{91}: 50, fig. 33
r103899	2000	Pakistan J. Bot.	31: 383
r133076	1979	Phycologia	18: 264, figs. 1, 2
r122029	2007	Mar. Benth. Alg. Lord Howe Island	1: 155, 322, fig. 59, pl. 5C
r125911	1956	Austral. J. Bot.	4: 277, text-fig. 11, pl. 2: fig. 1
r140412	2013	Nova Hedwigia	98: 255, figs. 2, 3a
r130317	2004	Marine green and brown algae of the Hawaiian Islands	105, fig. 37A-C
r103900	2001	Pakistan J. Mar. Biol.	7: 215, figs. 58, 59
r139177	1950	Amer. J. Bot.	37: 151, fig. 14
r125912	1959	Journal of South African Botany	25: 118, fig. 5
r103901	1940	J. Univ. Bombay	8{5}: 88, fig. 2
r105261	2004	Jap. J. Phycol.	52 (Suppl.): 141
r140413	2013	Nova Hedwigia	98: 255, fig. 3d
r130318	2004	Marine green and brown algae of the Hawaiian Islands	108, fig. 37A-C
r158808	1917	Proc. Amer. Acad. Arts & Sci.	53: 54, no fig.
r103902	2000	Pakistan J. Bot.	32: 235, 3 figs.
r125913	1947	The Indian Botanical Society, Silver Jubilee Session, Allahabad, M.O.P. Iyengar Commemoration Volume:	4, 6, 8, figs. 1, 2
r139178	1951	Univ. Calif. Publ. Bot.	25: 94, text-figs. 1, 4, 5, pl. 2
r103903	2003	Vieraea	31: 270, fig. 5
r103904	2001	Pakistan J. Mar. Biol.	7: 171, figs. 24, 25
r125914	1855	Trans. R. Irish Acad.	22(Science): 565
r148024	1962	Proc. Ninth Pac. Sci. Congr. [Bangkok, 1957]	4: 208
r125916	1856	Tab. Phycol.	6: 34, pl. 97
r125917	1935	Proc. Linn. Soc. New South Wales	60: 200, fig. 3
r125918	1959	Journal of South African Botany	25: 111-115, fig. 3
r125919	1980	Algues benthiques de la Mer Rouge et du bassin occidental de l'Oc&eacute;an Indien (&eacute;tude taxinomique et essai de r&eacute;partition, notamment des Udot&eacute;ac&eacute;es):	80, pl. VI: fig. 1; pl. VII: fig. 2
r125921	1923	Biblioth. Bot.	23{91}: 37
r103905	2001	Pakistan J. Mar. Biol.	7: 177, figs. 28, 29, 29a
r125922	1946	Biol. Meddel. Kongel. Danske Vidensk. Selsk.	20{6}: 46-49, fig. 18
r125923	1959	Journal of South African Botany	25: 125-127, fig. 8, pl. VI
r125924	1959	Journal of South African Botany	25: 109, fig. 2, pl. II: a
r123361	1887	Algern. Syst.	5: 44, pl. I: fig. 3
r154492	1887	Alg. syst.:	5: 44
r154493	1887	Alg. syst.:	5: 44, pl. I: fig. 2
r148027	1912	Proc. Roy. Irish Acad.	31{15}: 114, pl. 7; pl. 8: figs. 3-5
r103906	1887 (Oct.)	Notarisia	2: 345[bis]
r103909	1923	Verh. Kon. Ned. Akad. Wetensch., Afd. Natuurk., Tweede Sect.,	23{2}: 134, fig. 1c
r125925	1856	Tab. Phycol.	6: 34, pl. 95: fig. II
r103910	2002	Bot. Bull. Acad. Sin.	43: 166, figs. 1E, 5
r103911	2000	Pakistan J. Mar. Biol.	6: 200
r133078	1945	Bull. S. Calif. Acad. Sci.	44: 23, figs. 1-4
r125927	1959	Journal of South African Botany	25: 122-124, fig. 7, pl. V
r125928	1942	J. Wash. Acad. Sci.	32: 293-295, figs. 2b-d, 3
r141642	2003	Cryptogamie, Algol.	24: 379
r125929	1959	Journal of South African Botany	25: 127-130, fig. 9, pl. VII
r138714	2012	Eur. J. Phycol.	47: 363, figs. 3-7
r125930	1935	Proc. Linn. Soc. New South Wales	60: 203-204, fig. 4
r133079	1940	Proc. Natl. Acad. U.S.A.	26: 446
r103912	1996	Acta Bot. Mex.	35: 2, figs. 1-5
r125931	1854	Nova Acta R. Soc. Sci. Upsal.,	ser. 3, 1: 367
r125932	1959	Journal of South African Botany	25: 138-140, fig. 14, pl. XII: b
r125933	1894	Anal. Cont.	29{9}: 100
r133214	2010	Nova Hedwigia	91: 251, figs. 1, 2
r103913	2003	Vieraea	31: 268, figs. 1, 6
r125934	1938	Lunds Univ. &Aring;rsskr., N.F., Avd. 2,	34{9}: 16-17, figs. 8A-D, pl. IV: fig. 11
r103914	2001	Pakistan J. Mar. Biol.	7: 181, figs. 30, 31
r154049	2017	Phycologia	57: 80, figs. 2-13
r138711	2011	Eur. J. Phycol.	47: 219, figs. 3-6
r148025	1952	Univ. Calif. Publ. Bot.	25: 389, fig. 17, pl. 36
r125935	1905	Ann. Sci. Nat. Bot., ser. 9,	1: 56-57
r122030	2007	Mar. Benth. Alg. Lord Howe Island	1: 160, 322, fig. 61
r133080	1903	Univ. Calif. Publ. Bot.	1: 231, pl. 17: figs. 8-11
r103915	2001	Pakistan J. Mar. Biol.	7: 221, figs. 64, 65
r103916	1999	Pakistan J. Bot.	31: 215, figs. 1, 2
r125936	1935	Acta Botanica Instituti Botanici Universitatis Zagrebensis	10: 9-12, figs. 1-4, pl. 1
r103917	1996	Rocas Alijos. Scientific Results from the Cordell Expeditions:	xxi [expl. pl. 12], 231, 235, 236
r142567	2014	Botanica Marina	57: 245, figs. 1, 2
r103918	2001	Pakistan J. Mar. Biol.	7: 191, figs. 38, 39
r139179	1919	Univ. Calif. Publ. Bot.	6: 489, pl. 42: figs. 10, 11
r103923	1997	Pakistan J. Bot.	29: 179, figs. 1-4
r133081	1984	Mar. Benth. Fl. S. Australia	1: 234, text-figs. 77D, 78D,E
r156030	1817	Syn. Alg. Scand.:	XXIV
r103924	1951	Univ. Calif. Publ. Bot.	25, 101 (footnote)
r125937	1956	Austral. J. Bot.	4: 285-286, fig. 16, pl. 3
r131856	2008	Mar. Alg. Jeju:	54, color photos A-C on p. 53
r125939	1940	Biol. Meddel. Kongel. Danske Vidensk. Selsk.	15{4}: 68-70, fig. 23
r125940	1932	Revue Algologique	6: 131-136, figs. 1-3, pl. 3
r148022	2015	Algae of Australia:	112, fig. 22
r155379	1991	The green marine algae of Libya:	72, pl. XXXIII/b-XXXV, CXIII
r125941	1902	Nippon Sorui Meii:	189
r103933	2000	Austral. Syst. Bot.	13: 590, fig. 31E
r125942	1926	Univ. Calif. Publ. Bot.	12: 83, pl. 12: figs. 3, 4
r131857	2008	Mar. Alg. Jeju:	57, color photos A-C on p. 56
r125943	1960	Nova Hedwigia	1: 510-513, pls. 112, 118b, 119, 120a,b
r125944	1856	Tab. Phycol.	6: 33
r124386	2007	J. Jap. Bot.	82: 119, figs. 2-7
r103935	1993	Pakistan J. Bot.	25: 208, figs. 1, 2
r103934	1993	Pakistan J. Bot.	25: 211, figs. 3-5
r148028	1923	Biblioth. Bot.	23{91}: 42, no fig.
r125946	1887	Memorie della Societ&agrave; Crittogamologica Italiana	2: 171
r103936	1961	Bull. Centre &Eacute;tudes et Rech. Sci. Biarritz	3: 494
r123507	1923	Mem. Reale Ist. Veneto Sci. Lett. ed Arti	29{3}: 92
r103937	1914	Mem. Torrey Bot. Club	15: 43, pl. 9: figs. 9-14
r103938	1862	Algae marinae siccatae ...:	Fasc. 10, no. 497
r125948	1849	Species algarum:	501
r103939	1937	Nat. Hist. Juan Fernandez	2: 596, pl. 38: fig. 16
r125949	1940	Biol. Meddel. Kongel. Danske Vidensk. Selsk.	15{4}: 70-72, figs. 24, 25
r103940	1975	Palaeobotanist	22: 12, pl. 4: fig. 56; pl. 5: figs. 57, 58
r103941	1979	Initial Rep. Deep Sea Drilling Project	48: 556, pl. 2: figs. 9-14
r151711	1884	Termeszetrajzi Fuzetek	7: 84 (M), 147 (G), pl. IV: figs. 7, 8
r105632	1954	M&eacute;m. Inst. Roy. Sci. Nat. Belgique	127: 166, pl. IV: fig. 11
r105630	1954	M&eacute;m. Inst. Roy. Sci. Nat. Belgique	127: 166, pl. IV: fig. 13
r105631	1925	Recueil Trav. Bot. N&eacute;erl.	22: 318, fig. 3
r105629	1938	Bull. Mus. Roy. Hist. Nat. Belgique	14{29}: 4, figs. 4-6
r151710	1968	Flora S&#322;odkowodna Polski	5: 342
r125951	1910	Bot. Tidsskr.	30: 192
r103943	1928	Siboga-Exped.	59: 473, figs. 207, 208
r125952	1928	Siboga-Exped. Monogr.	59d: 474
r103942	1928	Siboga-Exped. Monogr.	59: 474
r125953	1931	Lunds Univ. &Aring;rsskr., N.F., Avd. 2,	27{11}: 15, fig. 4C
r103944	1996	Phycologia	35: 104, figs. 26-34
r125954	1944	Biol. Meddel. Kongel. Danske Vidensk. Selsk.	19{6}: 19-23, figs. 13, 14a,b, 15
r125955	1931	Bull. Misc. Inform. [Kew]	1931: 9-11, figs. 6, 7
r125956	1937	J. Indian Bot. Soc.	16: 333
r121520	2008	Algol. Stud.	128: 14, figs. 1-3
r121444	2002	Arch. Hydrobiol. Suppl.	143 (Algol. Stud. 105): 8
r103945	2000	Arch. Hydrobiol. Suppl.	136 (Algol. Stud. 100): 46
r156589	2014	New Zealand Journal of Botany	52: 89
r103946	1987	Arch. Hydrobiol. Suppl.	73 (Algol. Stud. 45): 487
r103947	1987	Arch. Hydrobiol. Suppl.	73 (Algol. Stud. 45): 490, figs. 11c,d, 12
r156588	2014	New Zealand Journal of Botany	52: 91, fig. 5
r143634	2001	J. Jap. Bot.	76: 131, figs. 1-5, 9, 10
r103950	2000	Arch. Hydrobiol. Suppl.	136 (Algol. Stud. 100): 47
r147043	1917	Proc. Linn. Soc. N.S.W.	41: 833, pl. LVII: fig. 8
r149587	1932	Trans. Roy. Soc. S. Afr.	20: 164, fig. 3H-J
r149767	1982	Michigan Botanist	21: 141, figs. 4-8, 10
r147044	1917	Proc. Linn. Soc. N.S.W.	41: 833
r149129	1896	Pamietnik Fizyjograficzny	14{Dzial 3}: 122, fig. 1
r103951	1965	Trans. Amer. Microscop. Soc.	84: 453, pl. VIII: fig. 7 [in text misprinted fig. 8]
r152640	1912	J. Linn. Soc., London. Botany	40: 328, text-fig. H
r103953	1896	J. Bot. [London]	34: 381, pl. 361: fig. 4
r103952	1947	M&eacute;m. Soc. Biog&eacute;ogr.	8: 490, pl. V: fig. 43
r155409	2006	Biologia, Bratislava	61(Suppl. 20): 488, fig. 1A-D, fig. 2
r148044	1903	Grundlagen einer Algenflora der L&uuml;neburger Heide:	23, figs. a, b
r121451	1977	Biol. Praacute;ce [Slov. Akad. Vied]	23{4}: 176
r103954	1915	Mat&eacute;r. Fl. Crypt. Suisse	5{2}: 56, fig. A
r121494	2007	Algol. Stud.	124: 38, figs. 10, 80
r103955	1956	Arch. Hydrobiol. Suppl.	23: 49, pl. 3: fig. 5
r103956	1970	Bull. Inst. Fond. Afr. Noire, S&eacute;r. A,	32: 57, pl. 6: fig. 178
r103957	1989	Arch. Hydrobiol. Suppl.	82 (Algol. Stud. 56): 358
r121450	1953	Vizn. Prisnov. Vodor. Ukrajn. RSR	5: 352, fig. 327
r149586	2011	Algae of Ukraine	3: 325
r103958	1985	Opera Lilloana	35: 66, 125, pl. 25: figs. 8-10
r103959	1994	Acta Phytotax. Sin.	32: 195, fig. 4
r103960	1989	Arch. Hydrobiol. Suppl.	82 (Algol. Stud. 56): 361
r125957	1897	Anal. Cont.	33{9}: 47
r103962	1996	Univ. Calif. Publ. Bot.	79: 486
r125958	1876	Sp. Alg.	3{1}: 640
r103963	2003	Mar. Benth. Fl. S. Australia	3D: 410
r144495	1947	Bot. Bull. Acad. Sinica	1: 255, fig. 1
r144494	1941	Sinensia	12: 294, pl. I
r147384	1989	Folia Geobotanica et Phytotaxonomica	24: 85, fig. 16
r103964	1996	Arch. Hydrobiol. Suppl.	117 (Algol. Stud. 83): 412
r147382	1989	Folia Geobotanica et Phytotaxonomica	24: 85
r149319	1938	Bull. Torrey Bot. Club	65: 379, text-figs. 2, 3
r103965	1998	Nova Hedwigia	67: 96, figs. 2-25
r147385	1989	Folia Geobotanica et Phytotaxonomica	24: 89, figs. 17, 18A
r122601	1941 ('1940')	Amer. J. Bot.	27: 874, figs. 7c,d, 13-17
r122602	1950	Amer. J. Bot.	37: 343, fig. 2
r122603	1941 ('1940')	Amer. J. Bot.	27: 871, figs. 7a,b, 8-12
r103966	1967	Rev. Mus. Argent. Cienc. Nat., Hidrobiol.	2: 62, pl. I; pl. VI: figs. a,b; pl. VII; pl. VIII: figs. a,c
r147247	1964	Nova Acta R. Soc. Sci. Upsal., Ser. 4,	18{3}: 39, pl. IV: figs. 4-6
r103967	1999	Arch. Hydrobiol. Suppl.	129 (Algol. Stud. 94): 36, figs. 1-11
r103968	1950	Bull. Inst. Roy. Sci. Nat. Belgique	26{2}: 5, figs. 17-21, 28, 32-35
r150055	1900	Ber. Deutsch. Bot. Ges.	18: 98
r121579	1854	Denkschr. Kaiserl. Akad. Wiss. [Wien], Math.-Naturwiss. Cl.	7{1}: 195, fig. 8
r103969	1992	Nordic J. Bot.	12: 515
r147383	1924	Rec. Trav. Bot. N&eacute;erl.	21: 318, fig. 10
r131289	1903	Bull. U.S. Fish. Comm.	22: 387, 390, pl. IV: fig. XVII
r103970	1992	Nordic J. Bot.	12: 515, fig. 1
r133085	1863	Abh. Schles. Ges. Vaterl. Cult., Abt. Naturw. u.Med.	1862{2}: 58, no fig.
r125961	1944	Biol. Meddel. Kongel. Danske Vidensk. Selsk.	19{6}: 14-18, figs. 9, 10, 11a
r125962	1920	Dansk Bot. Ark.	3: 389
r103972	2002	Arch. Hydrobiol. Suppl.	142 (Algol. Stud. 104): 49
r103974	2002	Arch. Hydrobiol. Suppl.	142 (Algol. Stud. 104): 45, pl. 18: fig. 1 in F. Hindaacute;k, Biol. Praacute;ce [Slov. Akad. Vied] 34: 57 (1988)
r103975	1988	Biol. Praacute;ce [Slov. Akad. Vied]	34{1/2}: 42 (key), 46, pls. 14, 15
r103976	1980	Biol. Praacute;ce Slov. Akad. Vied	26{6}: 17, pl. 5
r103977	1978	Preslia	50: 106, figs. 4, 5
r103978	1990	Algologia	18{4}:
r103979	2002	Arch. Hydrobiol. Suppl.	142 (Algol. Stud. 104): 46
r103980	1986	Arch. Protistenk.	132: 306, figs. 4, 5
r103981	1979	Arch. Hydrobiol. Suppl.	56: 250, pl. 4:3 in F. Hindaacute;k 1977 (Biol. Praacute;ce [Slov. Akad. Vied] 23{4}: 19)
r103982	1992	Arch. Hydrobiol. Suppl.	93 (Algol. Stud. 65): 16, fig. 2: 1A,B
r103985	1974	Preslia	46: 17, fig. 9a-e
r132782	1977	Biol. Praacute;ce [Slov. Akad. Vied]	23{4}: 22, pls. 5-8
r103986	1962	Arch. Mikrobiol.	42: 157, figs. 1-6
r103987	1980	Biol. Praacute;ce [Slov. Akad. Vied]	26{6}: 25, pl. 7: figs. 1, 2
r103988	2002	Arch. Hydrobiol. Suppl.	142 (Algol. Stud. 104): 47
r103989	1984	Biol. Praacute;ce Slov. Akad. Vied	30{1}: 53 (key), 57, pl. 18: fig. 1
r103990	1977	Biol. Praacute;ce [Slov. Akad. Vied]	23{4}: 14, pl. 2
r103991	1984	Biol. Praacute;ce [Slov. Akad. Vied]	30{1}: 52 (key), 53, pl. 17: fig. 1
r103992	1984	Biol. Praacute;ce [Slov. Akad. Vied]	30{1}: 53 (key), 56, pl. 17: fig. 3
r103993	1984	Biol. Praacute;ce [Slov. Akad. Vied]	30{1}: 53 (key), 55, pl. 17: fig. 2
r151686	1848	Eng. Bot. Suppl.	4: pl. 2940
r103994	1983	Nova Hedwigia	37: 100, 175, pl. 9: 24
r143637	1999	J. Jap. Bot.	74: 205, figs. 1-14
r103995	1983	Nova Hedwigia	37: 100, 174, pl. 10: 23
r137757	1953	Protococcineae:	330, fig. 305
r103996	1998	Pochven.i Aerofil. Zelenye Vodorosli:	221
r156070	1988	Biol. Praacute;ce Slov. Akad. Vied	34{1/2}: 55
r103997	1974	Preslia	46: 21, fig. 11a,b
r103998	1953	Protococcineae:	330, fig. 304
r103999	1988	Biol. Praacute;ce [Slov. Akad. Vied]	34 {1/2}: 50 (key), 52, pl. 16: fig. 2
r104000	1953	Protococcineae:	330: fig. 303
r104001	1983	Fl. Cript. Tierra del Fuego	6{2}: 27, pl. IV; fig. 20
r104002	1983	Nova Hedwigia	37: 98, 174, pl. 10: 21
r104003	2002	Arch. Hydrobiol. Suppl.	142 (Algol. Stud. 104): 44
r104007	1881	Flora	64: 525
r154136	1870	Trans. Linn. Soc. London	27: 172
r105263	1876	Flora	59: 250
r104009	1890	Lichenes Epiphylli Novi:	16
r150315	2007	Nov. Sist. Nizsh. Rast. [Bot. Inst. Akad. Nauk SSSR]	41: 62, pl. 1, 2
r139199	1889	K. Svenska Vet.-Akad. Handl., ser. 4	23{8}: 48
r158835	1901	Proc. Wash. Acad. Sci.	3: 421, pl. XLVIIII
r139200	1965	Can. J. Bot.	43: 1177, fig. 1
r133087	1924	Univ. Calif. Publ. Bot.	13: 9
r121613	1854	Denkschr. Kaiserl. Akad. Wiss. [Wien], Math.-Naturwiss. Cl.	7{2}: 23, 24, pl. VII: fig. 2
r157481	1960	Preslia	32: 132, pl. VII: fig. 8
r149218	1834	Abh. K. Akad. Wiss. Berlin, Physik.-Math. Kl.	1833: 289
r102521	1998	Mar. Benth. Fl. S. Australia	3C: 508, fig. 235
r139201	1970	Phycologia	9: 65, figs. 13, 14
r133090	1911	Univ. Calif. Publ. Bot.	4: 149, pl. 19
r125963	1936	Bull. Torrey Bot. Club	63: 237-239, pl. 13: fig. 8
r104010	2000	Phycol. Contr. [Dept. Bot., Univ. British Columbia]	5: 40 (footnote)
r104011	1994	Nordic J. Bot.	14: 715
r122216	2008	Cryptogamie: Algologie	29: 72, figs. 1-8
r139202	1896	J. Bot. (London)	34: 8
r104012	1985	S. African J. Bot.	51: 317
r104013	1991	S. African J. Bot.	57: 303
r105177	2004	Phycol. Contr. [Dept. Bot., Univ. British Columbia]	6: 95, footnote
r104014	1997	Contr. Bolus Herb.	18: 248
r148470	2011	Algal Flora of Korea	4(2): 42, figs. 30, 31
r154459	2017	Bollettino Accademia Gioenia Sci. Nat.	50: 127
r104015	1997	Gorteria, suppl.	4: 26
r104018	2002	Eur. J. Phycol.	37: 473
r147501	2005	Blumea	50: 75
r121899	2007	Bot. Mar.	50: 121
r142497	2014	Smithson. Contrib. Bot.	96: 45
r147410	2010	Rodr&iacute;guezia	61(suppl.): S74
r104020	1997	Contr. Bolus Herb.	18: 250
r154461	2017	Bollettino Accademia Gioenia Sci. Nat.	50: 133
r104022	1985	S. African J. Bot.	51: 320, fig. 21
r104023	1985	S. African J. Bot.	51: 320
r104024	2003	Cryptogamie: Algologie	24: 109
r125964	1971	Austral. J. Bot., Suppl. Ser.	1: 47
r104025	1997	Contr. Bolus Herb.	18: 253, pl. 79: 1-7
r139203	1971	Austral. J. Bot. suppl.	1: 48
r125965	1897	Die nat&uuml;rlichen Pflanzenfamilien ... I.Teil, Abt. 2:	452, fig. 254
r142499	2014	Smithson. Contrib. Bot.	96: 48
r104030	1980	Bull. Fac. Sci. King Abdul Aziz Univ.	4: 57, fig. 30
r104031	1994	Krasnye vodorosli dal'nevostochnykh morej Rossii:	47
r104033	1985	S. African J. Bot.	51: 323
r142503	2014	Smithson. Contrib. Bot.	96: 49
r104034	1971	Austral. J. Bot. Suppl.	1: 40
r154463	2017	Bollettino Accademia Gioenia Sci. Nat.	50: 137
r104036	1996	Tax. Litt. och Biogeogr.:	26
r142504	2014	Smithson. Contrib. Bot.	96: 50
r125966	1903	Sylloge algarum ... Vol. IV. Florideae. Sectio III:	1170
r104040	1988	Brit. Phycol. J.	23: 233, figs. 8-12
r104041	1988	Brit. Phycol. J.	23: 233
r151863	2014	BMC Evolutionary Biology	14{37}: 7, fig. 1E-I
r151861	2014	BMC Evolutionary Biology	14{37}: 7
r104043	1989	Nova Hedwigia	49: 438, pl. II: figs. 8-13; pl. III; pl. VI: figs. 2, 5
r104044	2002	Telopea	9: 735, fig. 5
r104045	1989	Nova Hedwigia	49: 440, pls. IV, V; pl. VI: figs. 3, 6
r104046	1860	Jahrb. Wiss. Bot.	2: 34, pl. I: fig. 1; pl. II: fig. 2
r104047	1989	Nova Hedwigia	49: 436, pl. I; pl. II: figs. 1-7; pl. VI: figs. 1, 4
r104048	1860	Jahrb. Wiss. Bot.	2: 35, pl. I: fig. 6; pl. VI: figs. 3-9
r150081	2014	Hoehnea	41: 417, figs. 26, 27
r150054	1895	Ber. Deutsch. Bot. Ges.	13: 434, pl. 34: figs. 1-8, 12, 13, 16, 17
r104049	1860	Jahrb. Wiss. Bot.	2: 35, pl. I: fig. 5; pl. III: figs. 6, 7; pl. VI: figs. 1, 2
r104050	1854	Tab. Phycol.	4: 20, pl. 89: fig. II
r104052	1860	Jahrb. Wiss. Bot.	2: 33, pl. II: fig. 1
r104053	1860	Jahrb. Wiss. Bot.	2: 33, pl. II: fig. 3; pl. V: fig. 13
r104054	1977	Geophytology	7: 38, figs. 1, 2; pl. 1: figs. 1-3
r104055	1992	Bangladesh J. Bot.	21: 288
r104056	1844	Ann. Sci. Nat., Bot., ser. 3,	1: 29, pl. 2: figs. 1-7
r154183	1925	Rad Jugoslavenske akademije znanosti i umjetnosti	230: 89, no fig.
r104057	1977	Geophytology	7: 40, fig. 3; pl. 1: fig. 4
r104058	1844	Ann. Sci. Nat., Bot., ser. 3,	1: 29, pl. 2: fig. 8
r104059	1988	Nova Hedwigia	46: 143, pls. I, II
r104060	1860	Jahrb. Wiss. Bot.	2: 34
r150124	2003	Nova Hedwigia	76: 130, figs. 1-15
r104064	1995	Syllabus der Boden-, Luft- und Flechtenalgen:	396
r104065	1995	Syllabus der Boden-, Luft- und Flechtenalgen:	398
r133138	2008	J. Phycol.	44: 1575
r152083	1968	Proc. 55th Indian Sc. Congr. [Varanasi, 1968]. Part III. Abstracts:	238.
r152084	1968	Proc. 55th Indian Sc. Congr. [Varanasi, 1968]. Part III. Abstracts:	238
r104067	1857	Atti Accad. Pont. Nuovi Lincei	10: 10, figs. 1-5
r148905	1900	Mitth. Mecklenb. Geol. Landesanst.	10{21}: 12
r104068	1880	Syn. Diat. Belg.:	expl. pl. XV: fig. 38
r104069	1849	Sp. Alg.:	105
r132609	2009	Beih. Nova Hedwigia	135: 191, figs. 4-6, 8
r132608	2009	Beih. Nova Hedwigia	135: 190, fig. 2
r146539	2015	Micronesica	2015-02: 12
r132613	2009	Beih. Nova Hedwigia	135: 196, figs. 10-11, 13, 16
r151437	2016	Diatom Research	31: 82, figs. 15-21
r132606	2009	Beih. Nova Hedwigia	135: 190, fig. 1
r132612	2009	Beih. Nova Hedwigia	135: 194, figs. 15, 17-21
r132615	2009	Beih. Nova Hedwigia	135: 197, figs. 12, 14
r122513	2006	Eur. J. Phycol.	41: 153
r132610	2009	Beih. Nova Hedwigia	135: 191, figs. 7, 9
r132611	2009	Beih. Nova Hedwigia	135: 192, figs. 3, 22-27
r139745	1899	Anal. Cont. V:	79
r141841	1927	Nat. Pflanzenfam. ed. 2,	3: 78
r133091	1903	Univ. Calif. Publ. Bot.	1: 204-205, pl. 17: figs. 1-7
r104070	1964	New Zealand J. Bot.	2: 267, fig. 39
r122463	2005	Diatom	21: 7, figs. 26-29, 59-79
r104071	1977	Geophytology	7: 140, pl. 1: fig. 1, 2 (p.p.)
r139204	1948	Icones of the marine animals and plants of Hokkaido	6: pl. 4
r125967	1938	Lunds Univ. &Aring;rsskr., N.F., Avd. 2,	34{9}: 20-21, fig. 9, pl. IV: fig. 13
r139799	2011	Botanica Marina	54: 160, fig. 1
r104072	1991	Bol. Mus. Nac. Hist. Nat. [Santiago de Chile]	42: 17
r125968	1982	New Zealand J. Bot.	20: 297, figs. 8, 9, 10, 15
r131860	2008	Mar. Alg. Jeju:	116
r158564	1945	Allan Hancock Pacific Exped.	12: 85
r125969	1962	Fisheries Research Station, Ceylon, Bulletin	15: 6-7, pl. 1
r125970	1927	Bull. Stat. Biol. Arcachon	24: 321
r133092	1945	Allan Hancock Pacific Exped.	12: 83, pl. 6: fig. 2
r125971	1851	Suppl&eacute;ment au catalogue des plantes qui croissent naturellement aux environs de Marseille:	95
r151262	1903	Univ. Calif. Publ. Bot.	1: 242, pl. 18: figs. 13-15
r125972	1898	Proc. Calif. Acad. Sci., ser. 3, Bot.	1: 164, pl. XXXII: figs. 4-6
r133093	1924	Proc. Calif. Acad. Sci. IV,	12: 726
r125973	1903	Univ. Calif. Publ. Bot.	1: 242
r125974	1930	J. Indian Bot. Soc.	9: 169
r125975	1898	Proc. Calif. Acad. Sci., ser. 3, Bot.	1: 164, pl. XXXII: figs. 1-3
r142616	2014	Phycologia	53: 481, figs. 1-7
r104074	1839	Alman. Carlsbad	9: 241, pl. IV: fig. 24
r104075	1839	Alman. Carlsbad	9: 241
r104076	1835	Alman. Carlsbad	5: 179, pl. II: fig. 28
r132639	2010	Phycologia	49: 332
r104077	1988	Rev. Palaeobot. Palynol.	54: 4, fig. 3, pl. I: fig. 1
r104078	1988	Rev. Palaeobot. Palynol.	54: 6, fig. 3, pl. I: fig. 4
r104079	1985	Micropaleontology	31: 104, pl. 1: figs. 7-9
r104080	1988	Rev. Palaeobot. Palynol.	54: 6, fig. 3, pl. I: figs. 2, 3
r139102	2012	Fottea	12: 245, fig. 13
r139103	2012	Fottea	12: 242, figs. 12, 17
r150352	1983	Bull. Geological Surv. Canada	359: 16, fig. 9, pl. 2: figs. 10-15
r133094	1922	Univ. Calif. Publ. Bot.	7: 365, pl. 38: fig. 3
r133095	1922	Univ. Calif. Publ. Bot.	7: 365, pl. 38: fig. 6
r133096	1922	Univ. Calif. Publ. Bot.	7: 360, pl. 38: figs. 7-9
r133097	1922	Univ. Calif. Publ. Bot.	7: 355, pl. 36: fig. 2
r125976	1899	Wissenschaftliche Meeresuntersuchungen. Neue Folge. Abt. Helgoland	3: 58, pl. VI (12): figs. 6-9
r133098	1922	Univ. Calif. Publ. Bot.	7: 354, pl. 35: figs. 1-3
r133099	1922	Univ. Calif. Publ. Bot.	7: 361, pl. 36: fig. 1
r133100	1922	Univ. Calif. Publ. Bot.	7: 359, pl. 35: figs. 5, 6
r133101	1922	Univ. Calif. Publ. Bot.	7: 356, pl. 37: fig. 3
r133102	1922	Univ. Calif. Publ. Bot.	7: 362, pl. 39: figs. 1-5
r133103	1922	Univ. Calif. Publ. Bot.	7: 361, pl. 37: figs. 1, 2
r133104	1922	Univ. Calif. Publ. Bot.	7: 363-364, pl. 39: fig. 7
r133105	1922	Univ. Calif. Publ. Bot.	7: 358, pl. 39: fig. 6
r133106	1922	Univ. Calif. Publ. Bot.	7: 356, pl. 38: figs. 1, 2
r133107	1922	Univ. Calif. Publ. Bot.	7: 357, pl. 36: figs. 3-8
